id,semantic_groups,preflabel,name,synonyms,description
HGNC:955,GENE,BARX1,BARX homeobox 1,NA,"This gene encodes a member of the Bar subclass of homeobox transcription factors. Studies of the mouse and chick homolog suggest the encoded protein may play a role in developing teeth and craniofacial mesenchyme of neural crest origin. The protein may also be associated with differentiation of stomach epithelia. [provided by RefSeq, Jul 2008]."
HGNC:17493,GENE,GMNN,geminin DNA replication inhibitor,Gem|MGORS6,"This gene encodes a protein that plays a critical role in cell cycle regulation. The encoded protein inhibits DNA replication by binding to DNA replication factor Cdt1, preventing the incorporation of minichromosome maintenance proteins into the pre-replication complex. The encoded protein is expressed during the S and G2 phases of the cell cycle and is degraded by the anaphase-promoting complex during the metaphase-anaphase transition. Increased expression of this gene may play a role in several malignancies including colon, rectal and breast cancer. Alternatively spliced transcript variants have been observed for this gene, and two pseudogenes of this gene are located on the short arm of chromosome 16. [provided by RefSeq, Oct 2011]."
HGNC:29643,GENE,MLPH,melanophilin,SLAC2-A,"This gene encodes a member of the exophilin subfamily of Rab effector proteins. The protein forms a ternary complex with the small Ras-related GTPase Rab27A in its GTP-bound form and the motor protein myosin Va. A similar protein complex in mouse functions to tether pigment-producing organelles called melanosomes to the actin cytoskeleton in melanocytes, and is required for visible pigmentation in the hair and skin. A mutation in this gene results in Griscelli syndrome type 3, which is characterized by a silver-gray hair color and abnormal pigment distribution in the hair shaft. Several alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2013]."
HGNC:4317,GENE,GLI1,GLI family zinc finger 1,GLI|PAPA8|PPD1,"This gene encodes a member of the Kruppel family of zinc finger proteins. The encoded transcription factor is activated by the sonic hedgehog signal transduction cascade and regulates stem cell proliferation. The activity and nuclear localization of this protein is negatively regulated by p53 in an inhibitory loop. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2009]."
HGNC:23015,GENE,FAM20A,FAM20A golgi associated secretory pathway pseudokinase,AI1G|AIGFS|FP2747,"This locus encodes a protein that is likely secreted and may function in hematopoiesis. A mutation at this locus has been associated with amelogenesis imperfecta and gingival hyperplasia syndrome. Alternatively spliced transcript variants have been identified. [provided by RefSeq, Aug 2011]."
HGNC:4284,GENE,GJB2,gap junction protein beta 2,BAPS|CX26|DFNA3|DFNA3A|DFNB1|DFNB1A|HID|KID|NSRD1|PPK,"This gene encodes a member of the gap junction protein family. The gap junctions were first characterized by electron microscopy as regionally specialized structures on plasma membranes of contacting adherent cells. These structures were shown to consist of cell-to-cell channels that facilitate the transfer of ions and small molecules between cells. The gap junction proteins, also known as connexins, purified from fractions of enriched gap junctions from different tissues differ. According to sequence similarities at the nucleotide and amino acid levels, the gap junction proteins are divided into two categories, alpha and beta. Mutations in this gene are responsible for as much as 50% of pre-lingual, recessive deafness. [provided by RefSeq, Oct 2008]."
HGNC:7397,GENE,MT1E,metallothionein 1E,MT-1E|MT-IE|MT1|MTD,NA
HGNC:4165,GENE,GAS1,growth arrest specific 1,NA,"Growth arrest-specific 1 plays a role in growth suppression.  GAS1 blocks entry to S phase and prevents cycling of normal and transformed cells.  Gas1 is a putative tumor suppressor gene. [provided by RefSeq, Jul 2008]."
HGNC:7014,GENE,MEOX2,mesenchyme homeobox 2,GAX|MOX2,"This gene encodes a member of a subfamily of non-clustered, diverged, antennapedia-like homeobox-containing genes. The encoded protein may play a role in the regulation of vertebrate limb myogenesis. Mutations in the related mouse protein may be associated with craniofacial and/or skeletal abnormalities, in addition to neurovascular dysfunction observed in Alzheimer's disease. [provided by RefSeq, Jul 2008]."
HGNC:1001,GENE,BCL6,BCL6 transcription repressor,BCL5|BCL6A|LAZ3|ZBTB27|ZNF51,"The protein encoded by this gene is a zinc finger transcription factor and contains an N-terminal POZ domain. This protein acts as a sequence-specific repressor of transcription, and has been shown to modulate the transcription of STAT-dependent IL-4 responses of B cells. This protein can interact with a variety of POZ-containing proteins that function as transcription corepressors. This gene is found to be frequently translocated and hypermutated in diffuse large-cell lymphoma (DLCL), and may be involved in the pathogenesis of DLCL. Alternatively spliced transcript variants encoding different protein isoforms have been found for this gene. [provided by RefSeq, Aug 2015]."
HGNC:6026,GENE,CXCR1,C-X-C motif chemokine receptor 1,C-C|C-C-CKR-1|CD128|CD181|CDw128a|CKR-1|CMKAR1|IL8R1|IL8RA|IL8RBA,"The protein encoded by this gene is a member of the G-protein-coupled receptor family. This protein is a receptor for interleukin 8 (IL8). It binds to IL8 with high affinity, and transduces the signal through a G-protein activated second messenger system. Knockout studies in mice suggested that this protein inhibits embryonic oligodendrocyte precursor migration in developing spinal cord. This gene, IL8RB, a gene encoding another high affinity IL8 receptor, as well as IL8RBP, a pseudogene of IL8RB, form a gene cluster in a region mapped to chromosome 2q33-q36. [provided by RefSeq, Jul 2008]."
HGNC:11909,GENE,TNFRSF11B,TNF receptor superfamily member 11b,OCIF|OPG|PDB5|TR1,"The protein encoded by this gene is a member of the TNF-receptor superfamily. This protein is an osteoblast-secreted decoy receptor that functions as a negative regulator of bone resorption. This protein specifically binds to its ligand, osteoprotegerin ligand, both of which are key extracellular regulators of osteoclast development. Studies of the mouse counterpart also suggest that this protein and its ligand play a role in lymph-node organogenesis and vascular calcification. Alternatively spliced transcript variants of this gene have been reported, but their full length nature has not been determined. [provided by RefSeq, Jul 2008]."
HGNC:16668,GENE,C19orf33,chromosome 19 open reading frame 33,H2RSP|IMUP|IMUP-1|IMUP-2,"The protein encoded by this gene has been shown to be upregulated in SV40-immortalized fibroblasts as well as in endometrial carcinoma cells. The encoded protein is found primarily in the nucleus. This protein may play a role in placental development and diseases such as pre-eclampsia. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Dec 2015]."
HGNC:7109,GENE,MKLN1,muskelin 1,TWA2,"Muskelin is an intracellular protein that acts as a mediator of cell spreading and cytoskeletal responses to the extracellular matrix component thrombospondin I (MIM 188060) (Adams et al., 1998 [PubMed 9724633]).[supplied by OMIM, Mar 2008]."
HGNC:3531,GENE,F13A1,coagulation factor XIII A chain,F13A,"This gene encodes the coagulation factor XIII A subunit. Coagulation factor XIII is the last zymogen to become activated in the blood coagulation cascade. Plasma factor XIII is a heterotetramer composed of 2 A subunits and 2 B subunits. The A subunits have catalytic function, and the B subunits do not have enzymatic activity and may serve as plasma carrier molecules. Platelet factor XIII is comprised only of 2 A subunits, which are identical to those of plasma origin. Upon cleavage of the activation peptide by thrombin and in the presence of calcium ion, the plasma factor XIII dissociates its B subunits and yields the same active enzyme, factor XIIIa, as platelet factor XIII. This enzyme acts as a transglutaminase to catalyze the formation of gamma-glutamyl-epsilon-lysine crosslinking between fibrin molecules, thus stabilizing the fibrin clot. It also crosslinks alpha-2-plasmin inhibitor, or fibronectin, to the alpha chains of fibrin. Factor XIII deficiency is classified into two categories: type I deficiency, characterized by the lack of both the A and B subunits; and type II deficiency, characterized by the lack of the A subunit alone. These defects can result in a lifelong bleeding tendency, defective wound healing, and habitual abortion. [provided by RefSeq, Jul 2008]."
HGNC:4883,GENE,CFH,complement factor H,AHUS1|AMBP1|ARMD4|ARMS1|CFHL3|FH|FHL1|HF|HF1|HF2|HUS,"This gene is a member of the Regulator of Complement Activation (RCA) gene cluster and encodes a protein with twenty short consensus repeat (SCR) domains. This protein is secreted into the bloodstream and has an essential role in the regulation of complement activation, restricting this innate defense mechanism to microbial infections. Mutations in this gene have been associated with hemolytic-uremic syndrome (HUS) and chronic hypocomplementemic nephropathy. Alternate transcriptional splice variants, encoding different isoforms, have been characterized. [provided by RefSeq, Oct 2011]."
HGNC:13375,GENE,MS4A6A,membrane spanning 4-domains A6A,4SPAN3|4SPAN3.2|CD20L3|CDA01|MS4A6|MST090|MSTP090,"This gene encodes a member of the membrane-spanning 4A gene family. Members of this nascent protein family are characterized by common structural features and similar intron/exon splice boundaries and display unique expression patterns among hematopoietic cells and nonlymphoid tissues. The gene encoding this protein is localized to 11q12.1, among a cluster of family members. Alternative splicing of this gene results in several transcript variants that encode different protein isoforms. [provided by RefSeq, Oct 2011]."
